Cycle,MSE,Avg,Min,Max,Discrepancy
1042000,3947.818975,50.40,0.00,184.00,7.00
1044000,3944.244375,50.38,0.00,184.00,7.00
1046000,3936.874375,50.38,0.00,184.00,7.00
1048000,3931.953100,50.37,0.00,184.00,7.00
1050000,3928.977900,50.39,0.00,184.00,7.00
1052000,3924.174375,50.38,0.00,184.00,7.00
1054000,3922.667900,50.39,0.00,184.00,7.00
1056000,3913.486775,50.39,0.00,183.00,7.00
1058000,3909.486775,50.39,0.00,183.00,7.00
1060000,3902.246775,50.39,0.00,183.00,7.00
1062000,3895.297500,50.35,0.00,183.00,7.00
1064000,3890.666775,50.39,0.00,183.00,7.00
1066000,3885.803100,50.37,0.00,183.00,7.00
1068000,3881.168975,50.40,0.00,182.00,7.00
1070000,3875.893100,50.37,0.00,182.00,7.00
1072000,3869.336775,50.39,0.00,182.00,7.00
1074000,3861.113100,50.37,0.00,182.00,7.00
1076000,3858.024375,50.38,0.00,182.00,7.00
1078000,3850.578975,50.40,0.00,182.00,7.00
1080000,3848.955600,50.38,0.00,182.00,7.00
1082000,3839.630975,50.41,0.00,181.00,7.00
1084000,3837.424375,50.38,0.00,181.00,7.00
1086000,3828.453100,50.37,0.00,181.00,7.00
1088000,3824.260400,50.36,0.00,181.00,7.00
1090000,3819.034375,50.38,0.00,181.00,7.00
1092000,3815.030400,50.36,0.00,181.00,7.00
1094000,3807.103100,50.37,0.00,180.00,7.00
